measurement_id,molecule_id,standardized_inchikey,endpoint_name,functional_mode,functional_mode_source,standard_type,standard_relation,standard_value,standard_units,pactivity_value,pactivity_recalculated,pactivity_absolute_difference,assay_chembl_id,target_chembl_id,target_gene,target_organism,target_type,target_confidence,assay_type,bao_format,cell_chembl_id,document_chembl_id,doi,pmid,document_type,source_retrieved_at,data_validity_comment,activity_comment,review_status,admission_reasons,development_partition
3219259,CHEMBL1076503,DJXXCPVDTMEZQZ-UHFFFAOYSA-N,pFunc_inhibition,antagonist,assay_text_rule,IC50,=,710.0,nM,6.15,6.148742,0.001258,CHEMBL1105840,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,F,BAO_0000219,CHEMBL3307512,CHEMBL1154258,10.1016/j.bmcl.2009.08.040,19733067,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
3219258,CHEMBL1076504,CDUCLUZYLNLKKW-UHFFFAOYSA-N,pFunc_inhibition,antagonist,assay_text_rule,IC50,=,2610.0,nM,5.58,5.583359,0.003359,CHEMBL1105840,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,F,BAO_0000219,CHEMBL3307512,CHEMBL1154258,10.1016/j.bmcl.2009.08.040,19733067,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
3219224,CHEMBL1077749,OUKKULWZHJJUCO-UHFFFAOYSA-N,pFunc_inhibition,antagonist,assay_text_rule,IC50,=,7847.0,nM,5.11,5.105296,0.004704,CHEMBL1105840,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,F,BAO_0000219,CHEMBL3307512,CHEMBL1154258,10.1016/j.bmcl.2009.08.040,19733067,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
3219233,CHEMBL1077902,SFYCKRAOKBZQQD-UHFFFAOYSA-N,pFunc_inhibition,antagonist,assay_text_rule,IC50,=,116.0,nM,6.94,6.935542,0.004458,CHEMBL1105840,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,F,BAO_0000219,CHEMBL3307512,CHEMBL1154258,10.1016/j.bmcl.2009.08.040,19733067,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
3219234,CHEMBL1078001,RMNYIORRJFTYKB-UHFFFAOYSA-N,pFunc_inhibition,antagonist,assay_text_rule,IC50,=,161.0,nM,6.79,6.793174,0.003174,CHEMBL1105840,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,F,BAO_0000219,CHEMBL3307512,CHEMBL1154258,10.1016/j.bmcl.2009.08.040,19733067,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
3219235,CHEMBL1078085,WBCAKXYDAUCZDG-UHFFFAOYSA-N,pFunc_inhibition,antagonist,assay_text_rule,IC50,=,351.0,nM,6.46,6.454693,0.005307,CHEMBL1105840,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,F,BAO_0000219,CHEMBL3307512,CHEMBL1154258,10.1016/j.bmcl.2009.08.040,19733067,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
3219246,CHEMBL1079141,NJLNJHCKQVRQDL-UHFFFAOYSA-N,pFunc_inhibition,antagonist,assay_text_rule,IC50,=,1619.0,nM,5.79,5.790753,0.000753,CHEMBL1105840,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,F,BAO_0000219,CHEMBL3307512,CHEMBL1154258,10.1016/j.bmcl.2009.08.040,19733067,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
3219260,CHEMBL1082063,JTMNJBCPWGVLEV-UHFFFAOYSA-N,pFunc_inhibition,antagonist,assay_text_rule,IC50,=,3093.0,nM,5.51,5.509620,0.000380,CHEMBL1105840,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,F,BAO_0000219,CHEMBL3307512,CHEMBL1154258,10.1016/j.bmcl.2009.08.040,19733067,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
12084382,CHEMBL1087185,WEDKBAZTBXZYBK-UHFFFAOYSA-N,,antagonist,assay_text_rule,Ki,=,8.2,nM,8.09,8.086186,0.003814,CHEMBL2167687,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,F,BAO_0000019,,CHEMBL2163234,10.1021/jm201640m,22239465,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,quarantine,endpoint_or_functional_mode_not_admitted,development
3279087,CHEMBL1087185,WEDKBAZTBXZYBK-UHFFFAOYSA-N,,antagonist,assay_text_rule,Ki,=,8.2,nM,8.09,8.086186,0.003814,CHEMBL1116482,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,8,F,BAO_0000019,,CHEMBL1157881,10.1016/j.bmcl.2010.03.024,20338760,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,quarantine,endpoint_or_functional_mode_not_admitted,development
12084390,CHEMBL1087189,NZMLWAPHUUXPMQ-UHFFFAOYSA-N,,antagonist,assay_text_rule,Ki,=,4.1,nM,8.39,8.387216,0.002784,CHEMBL2167687,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,F,BAO_0000019,,CHEMBL2163234,10.1021/jm201640m,22239465,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,quarantine,endpoint_or_functional_mode_not_admitted,development
14645591,CHEMBL1087189,NZMLWAPHUUXPMQ-UHFFFAOYSA-N,,antagonist,assay_text_rule,Ki,=,4.1,nM,8.39,8.387216,0.002784,CHEMBL3267347,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,F,BAO_0000357,,CHEMBL3259781,10.1021/jm4011669,24164628,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,quarantine,endpoint_or_functional_mode_not_admitted,development
3243703,CHEMBL1092270,QHFYRCHXHNWYCV-UHFFFAOYSA-N,pBind_Ki,,unresolved,Ki,=,0.12,nM,9.92,9.920819,0.000819,CHEMBL1105450,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,CHEMBL3307715,CHEMBL1156165,10.1016/j.bmc.2010.02.048,20303771,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
3243756,CHEMBL1092270,QHFYRCHXHNWYCV-UHFFFAOYSA-N,,antagonist,assay_text_rule,Activity,=,0.11,pmol/ml,,,,CHEMBL1105453,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,F,BAO_0000219,CHEMBL3307715,CHEMBL1156165,10.1016/j.bmc.2010.02.048,20303771,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,quarantine,endpoint_or_functional_mode_not_admitted|non_nm_units|pchembl_missing_or_inconsistent,development
12084381,CHEMBL1095488,BCDASHXLAMCATI-UHFFFAOYSA-N,,antagonist,assay_text_rule,Ki,=,6.5,nM,8.19,8.187087,0.002913,CHEMBL2167687,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,F,BAO_0000019,,CHEMBL2163234,10.1021/jm201640m,22239465,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,quarantine,endpoint_or_functional_mode_not_admitted,development
14645592,CHEMBL1095488,BCDASHXLAMCATI-UHFFFAOYSA-N,,antagonist,assay_text_rule,Ki,=,6.5,nM,8.19,8.187087,0.002913,CHEMBL3267347,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,F,BAO_0000357,,CHEMBL3259781,10.1021/jm4011669,24164628,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,quarantine,endpoint_or_functional_mode_not_admitted,development
24354309,CHEMBL1095488,BCDASHXLAMCATI-UHFFFAOYSA-N,pBind_Ki,antagonist,assay_text_rule,Ki,=,7.5,nM,8.12,8.124939,0.004939,CHEMBL5032900,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,,CHEMBL5032500,10.1021/acs.jmedchem.0c00914,34107215,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
3279098,CHEMBL1095488,BCDASHXLAMCATI-UHFFFAOYSA-N,,antagonist,assay_text_rule,Ki,=,6.5,nM,8.19,8.187087,0.002913,CHEMBL1116482,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,8,F,BAO_0000019,,CHEMBL1157881,10.1016/j.bmcl.2010.03.024,20338760,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,quarantine,endpoint_or_functional_mode_not_admitted,development
3296287,CHEMBL1097859,KYSFTXJTWSDCSC-UHFFFAOYSA-N,,,unresolved,Inhibition,=,68.9,%,,,,CHEMBL1105725,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,CHEMBL3308376,CHEMBL1158568,10.1016/j.bmc.2010.03.048,20382540,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,quarantine,endpoint_or_functional_mode_not_admitted|non_nm_units|pchembl_missing_or_inconsistent,development
3296346,CHEMBL1097859,KYSFTXJTWSDCSC-UHFFFAOYSA-N,pBind_Ki,,unresolved,Ki,=,2511.89,nM,5.60,5.599999,0.000001,CHEMBL1108377,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,CHEMBL3308376,CHEMBL1158568,10.1016/j.bmc.2010.03.048,20382540,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
3296347,CHEMBL1097859,KYSFTXJTWSDCSC-UHFFFAOYSA-N,,antagonist,assay_text_rule,Ki,=,7943.28,nM,5.10,5.100000,0.000000,CHEMBL1108378,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,F,BAO_0000219,CHEMBL3308072,CHEMBL1158568,10.1016/j.bmc.2010.03.048,20382540,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,quarantine,endpoint_or_functional_mode_not_admitted,development
1217305,CHEMBL119709,HUJXGQILHAUCCV-MOROJQBDSA-N,pBind_Ki,,unresolved,Ki,=,2520.0,nM,5.60,5.598599,0.001401,CHEMBL644663,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000357,,CHEMBL1132702,10.1021/jm9804984,10212124,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
13968209,CHEMBL119709,HUJXGQILHAUCCV-MOROJQBDSA-N,,antagonist,assay_text_rule,EC50,=,79.43,nM,7.10,7.100015,0.000015,CHEMBL3135340,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,F,BAO_0000219,CHEMBL3308072,CHEMBL3132785,10.1039/C3MD00364G,,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,quarantine,endpoint_or_functional_mode_not_admitted,development
1450084,CHEMBL119709,HUJXGQILHAUCCV-MOROJQBDSA-N,pBind_Ki,,unresolved,Ki,=,2910.0,nM,5.54,5.536107,0.003893,CHEMBL840086,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000357,,CHEMBL1137867,10.1016/j.bmcl.2004.07.042,15341938,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
1466061,CHEMBL119709,HUJXGQILHAUCCV-MOROJQBDSA-N,pBind_Ki,,unresolved,Ki,=,56.0,nM,7.25,7.251812,0.001812,CHEMBL876372,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,CHEMBL3307715,CHEMBL1138752,10.1021/jm049682h,15341491,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
1473548,CHEMBL119709,HUJXGQILHAUCCV-MOROJQBDSA-N,pBind_Ki,,unresolved,Ki,=,56.0,nM,7.25,7.251812,0.001812,CHEMBL828281,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,CHEMBL3308072,CHEMBL1138800,10.1021/jm0408161,15481989,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
1517160,CHEMBL119709,HUJXGQILHAUCCV-MOROJQBDSA-N,pBind_Ki,,unresolved,Ki,=,40.0,nM,7.40,7.397940,0.002060,CHEMBL828979,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,8,B,BAO_0000019,,CHEMBL1144357,10.1021/jm049408n,15743197,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,quarantine,non_human_context,development
1518497,CHEMBL119709,HUJXGQILHAUCCV-MOROJQBDSA-N,pBind_Ki,antagonist,assay_text_rule,Ki,=,2900.0,nM,5.54,5.537602,0.002398,CHEMBL829833,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,CHEMBL3308072,CHEMBL1142719,10.1021/jm049580r,15771421,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
16771031,CHEMBL119709,HUJXGQILHAUCCV-MOROJQBDSA-N,pBind_Ki,,unresolved,Ki,=,6200.0,nM,5.21,5.207608,0.002392,CHEMBL3863867,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,CHEMBL3307715,CHEMBL3862033,10.1021/acs.jmedchem.6b01183,27933810,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
1709883,CHEMBL119709,HUJXGQILHAUCCV-MOROJQBDSA-N,pBind_Ki,,unresolved,Ki,=,510.0,nM,6.29,6.292430,0.002430,CHEMBL861496,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,CHEMBL3307715,CHEMBL1147002,10.1016/j.bmcl.2006.01.110,16487705,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
1804891,CHEMBL119709,HUJXGQILHAUCCV-MOROJQBDSA-N,,,unresolved,Activity,,,,,,,CHEMBL853707,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000357,,CHEMBL1139220,10.1021/jm061045z,17201410,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,Not Determined,quarantine,endpoint_or_functional_mode_not_admitted|non_exact_relation|non_nm_units|non_positive_or_missing_value|pchembl_missing_or_inconsistent,development
18051329,CHEMBL119709,HUJXGQILHAUCCV-MOROJQBDSA-N,pBind_Ki,,unresolved,Ki,=,2910.0,nM,5.54,5.536107,0.003893,CHEMBL4011495,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,CHEMBL3307715,CHEMBL4007510,10.1021/acs.jmedchem.7b00241,28380296,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
18086743,CHEMBL119709,HUJXGQILHAUCCV-MOROJQBDSA-N,pBind_Ki,,unresolved,Ki,=,2910.0,nM,5.54,5.536107,0.003893,CHEMBL4018933,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,CHEMBL3307715,CHEMBL4017496,10.1021/acs.jmedchem.7b00805,28799755,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
18806515,CHEMBL119709,HUJXGQILHAUCCV-MOROJQBDSA-N,pBind_Ki,,unresolved,Ki,=,2900.0,nM,5.54,5.537602,0.002398,CHEMBL4275271,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,,CHEMBL4270622,10.1016/j.ejmech.2018.08.042,30144700,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
2167211,CHEMBL119709,HUJXGQILHAUCCV-MOROJQBDSA-N,pBind_Ki,,unresolved,Ki,=,93.1,nM,7.03,7.031050,0.001050,CHEMBL935759,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,CHEMBL3307715,CHEMBL1145629,10.1016/j.bmcl.2008.04.001,18424135,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
2374270,CHEMBL119709,HUJXGQILHAUCCV-MOROJQBDSA-N,pBind_Ki,,unresolved,Ki,=,2900.0,nM,5.54,5.537602,0.002398,CHEMBL1028957,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,CHEMBL3307715,CHEMBL1140153,10.1021/jm8008647,18811138,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
3087194,CHEMBL119709,HUJXGQILHAUCCV-MOROJQBDSA-N,pBind_Ki,,unresolved,Ki,=,2900.0,nM,5.54,5.537602,0.002398,CHEMBL1070691,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,CHEMBL3308072,CHEMBL1153082,10.1016/j.bmc.2009.10.011,19879151,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
543391,CHEMBL119709,HUJXGQILHAUCCV-MOROJQBDSA-N,pBind_Ki,,unresolved,Ki,=,370.0,nM,6.43,6.431798,0.001798,CHEMBL644660,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,CHEMBL3307648,CHEMBL1130114,10.1021/jm970084v,9258366,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
543392,CHEMBL119709,HUJXGQILHAUCCV-MOROJQBDSA-N,pBind_Ki,,unresolved,Ki,=,143.0,nM,6.84,6.844664,0.004664,CHEMBL644659,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,CHEMBL3307648,CHEMBL1130114,10.1021/jm970084v,9258366,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,quarantine,mutant_or_variant_assay,development
543393,CHEMBL119709,HUJXGQILHAUCCV-MOROJQBDSA-N,pBind_Ki,,unresolved,Ki,=,32.0,nM,7.50,7.494850,0.005150,CHEMBL644658,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,CHEMBL3307648,CHEMBL1130114,10.1021/jm970084v,9258366,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,quarantine,mutant_or_variant_assay,development
769517,CHEMBL119709,HUJXGQILHAUCCV-MOROJQBDSA-N,pBind_Ki,antagonist,assay_text_rule,Ki,=,116.0,nM,6.94,6.935542,0.004458,CHEMBL873042,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,8,B,BAO_0000019,,CHEMBL1131221,10.1021/jm9707737,9572897,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,quarantine,non_human_context,development
1105140,CHEMBL122396,BCWROVBBUOSFGD-UHFFFAOYSA-N,pBind_Ki,,unresolved,Ki,=,214.0,nM,6.67,6.669586,0.000414,CHEMBL649781,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,CHEMBL3307715,CHEMBL1148363,10.1021/jm049947s,15239649,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,locked_holdout
1105144,CHEMBL122396,BCWROVBBUOSFGD-UHFFFAOYSA-N,,agonist,assay_text_rule,Efficacy,=,32.0,%,,,,CHEMBL649777,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,F,BAO_0000219,CHEMBL3308072,CHEMBL1148363,10.1021/jm049947s,15239649,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,quarantine,endpoint_or_functional_mode_not_admitted|non_nm_units|pchembl_missing_or_inconsistent,locked_holdout
12139231,CHEMBL122396,BCWROVBBUOSFGD-UHFFFAOYSA-N,pBind_Ki,,unresolved,Ki,=,214.0,nM,6.67,6.669586,0.000414,CHEMBL2187072,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,CHEMBL3308072,CHEMBL2177029,10.1021/jm300087j,22468757,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,locked_holdout
1801184,CHEMBL122396,BCWROVBBUOSFGD-UHFFFAOYSA-N,,,unresolved,Activity,,,,,,,CHEMBL853707,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000357,,CHEMBL1139220,10.1021/jm061045z,17201410,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,Not Determined,quarantine,endpoint_or_functional_mode_not_admitted|non_exact_relation|non_nm_units|non_positive_or_missing_value|pchembl_missing_or_inconsistent,locked_holdout
1033783,CHEMBL136689,AEULVFLPCJOBCE-UHFFFAOYSA-N,pBind_Ki,,unresolved,Ki,=,0.048,nM,10.32,10.318759,0.001241,CHEMBL642227,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,CHEMBL3307715,CHEMBL1133517,10.1021/jm0009843,11087559,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
13398780,CHEMBL136689,AEULVFLPCJOBCE-UHFFFAOYSA-N,pBind_Ki,,unresolved,Ki,=,4.1,nM,8.39,8.387216,0.002784,CHEMBL2417039,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,CHEMBL3307715,CHEMBL2412992,10.1016/j.bmcl.2012.10.112,23200243,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
13398791,CHEMBL136689,AEULVFLPCJOBCE-UHFFFAOYSA-N,pBind_Ki,,unresolved,Ki,=,11.1,nM,7.96,7.954677,0.005323,CHEMBL2417040,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,CHEMBL3307715,CHEMBL2412992,10.1016/j.bmcl.2012.10.112,23200243,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
15054556,CHEMBL136689,AEULVFLPCJOBCE-UHFFFAOYSA-N,pBind_Ki,,unresolved,Ki,=,0.048,nM,10.32,10.318759,0.001241,CHEMBL3366212,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,CHEMBL3308072,CHEMBL3351655,10.1021/jm500752h,24972108,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
16914905,CHEMBL136689,AEULVFLPCJOBCE-UHFFFAOYSA-N,,,unresolved,Kd,=,1.956,nM,8.71,8.708631,0.001369,CHEMBL3885750,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000019,,CHEMBL3885741,10.6019/CHEMBL3885741,,DATASET,2026-09-12T13:56:46.856914+00:00,,Interpretation: Specific Binding,quarantine,endpoint_or_functional_mode_not_admitted|not_primary_publication,development
16914907,CHEMBL136689,AEULVFLPCJOBCE-UHFFFAOYSA-N,,,unresolved,kon,=,726200.0,Ms-1,,,,CHEMBL3885750,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000019,,CHEMBL3885741,10.6019/CHEMBL3885741,,DATASET,2026-09-12T13:56:46.856914+00:00,,Interpretation: Specific Binding,quarantine,endpoint_or_functional_mode_not_admitted|non_nm_units|pchembl_missing_or_inconsistent|not_primary_publication,development
16914920,CHEMBL136689,AEULVFLPCJOBCE-UHFFFAOYSA-N,,,unresolved,k_off,=,0.00132,s-1,,,,CHEMBL3885750,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000019,,CHEMBL3885741,10.6019/CHEMBL3885741,,DATASET,2026-09-12T13:56:46.856914+00:00,,Interpretation: Specific Binding,quarantine,endpoint_or_functional_mode_not_admitted|non_nm_units|pchembl_missing_or_inconsistent|not_primary_publication,development
16914936,CHEMBL136689,AEULVFLPCJOBCE-UHFFFAOYSA-N,,,unresolved,kon,=,793266.67,Ms-1,,,,CHEMBL3885748,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000019,,CHEMBL3885741,10.6019/CHEMBL3885741,,DATASET,2026-09-12T13:56:46.856914+00:00,,Interpretation: Specific Binding,quarantine,endpoint_or_functional_mode_not_admitted|non_nm_units|pchembl_missing_or_inconsistent|not_primary_publication,development
16914937,CHEMBL136689,AEULVFLPCJOBCE-UHFFFAOYSA-N,,,unresolved,k_off,=,0.003348,s-1,,,,CHEMBL3885748,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000019,,CHEMBL3885741,10.6019/CHEMBL3885741,,DATASET,2026-09-12T13:56:46.856914+00:00,,Interpretation: Specific Binding,quarantine,endpoint_or_functional_mode_not_admitted|non_nm_units|pchembl_missing_or_inconsistent|not_primary_publication,development
16914970,CHEMBL136689,AEULVFLPCJOBCE-UHFFFAOYSA-N,,,unresolved,Kd,=,4.66,nM,8.33,8.331614,0.001614,CHEMBL3885748,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000019,,CHEMBL3885741,10.6019/CHEMBL3885741,,DATASET,2026-09-12T13:56:46.856914+00:00,,Interpretation: Specific Binding,quarantine,endpoint_or_functional_mode_not_admitted|not_primary_publication,development
16915462,CHEMBL136689,AEULVFLPCJOBCE-UHFFFAOYSA-N,,antagonist,assay_text_rule,koff,,0.4149,min^-1,,,,CHEMBL3885747,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000019,,CHEMBL3885741,10.6019/CHEMBL3885741,,DATASET,2026-09-12T13:56:46.856914+00:00,,,quarantine,endpoint_or_functional_mode_not_admitted|non_exact_relation|non_nm_units|pchembl_missing_or_inconsistent|not_primary_publication,development
16915475,CHEMBL136689,AEULVFLPCJOBCE-UHFFFAOYSA-N,,antagonist,assay_text_rule,kon,,0.222,nM^-1 min^-1,,,,CHEMBL3885747,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000019,,CHEMBL3885741,10.6019/CHEMBL3885741,,DATASET,2026-09-12T13:56:46.856914+00:00,,,quarantine,endpoint_or_functional_mode_not_admitted|non_exact_relation|non_nm_units|pchembl_missing_or_inconsistent|not_primary_publication,development
24376202,CHEMBL136689,AEULVFLPCJOBCE-UHFFFAOYSA-N,,antagonist,assay_text_rule,pKb,=,9.47,,,,,CHEMBL5037232,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,F,BAO_0000249,,CHEMBL5036326,10.1021/acs.jmedchem.0c02169,34120444,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,quarantine,endpoint_or_functional_mode_not_admitted|non_nm_units|pchembl_missing_or_inconsistent,development
24376203,CHEMBL136689,AEULVFLPCJOBCE-UHFFFAOYSA-N,,antagonist,assay_text_rule,Ki,=,0.3,nM,9.52,9.522879,0.002879,CHEMBL5037232,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,F,BAO_0000249,,CHEMBL5036326,10.1021/acs.jmedchem.0c02169,34120444,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,quarantine,endpoint_or_functional_mode_not_admitted,development
3500050,CHEMBL136689,AEULVFLPCJOBCE-UHFFFAOYSA-N,pBind_Ki,,unresolved,Ki,=,4.1,nM,8.39,8.387216,0.002784,CHEMBL1260324,CHEMBL251,ADORA2A,Homo sapiens,SINGLE PROTEIN,9,B,BAO_0000219,CHEMBL3307715,CHEMBL1255545,10.1016/j.bmcl.2010.08.021,20801028,PUBLICATION,2026-09-12T13:56:46.856914+00:00,,,admitted_exploratory,,development
